AGEP,PINCP,SEX,ESR,PUMA
30.0377,2742.9973,1,3,3100
53.796013,20772.174,1,1,3002
61.16205,40110.32,1,1,600
34.132217,47036.586,1,1,2907
61.728855,129359.09,2,1,3202
93.66965,14601.935,2,6,3100
18.085964,2570.2883,2,1,3209
62.83752,560083.9,1,1,2903
60.863205,5939.4937,2,1,100
56.955536,40582.33,1,6,3100
55.716934,9613.835,2,6,2101
43.424286,106234.83,1,1,2908
41.98597,56516.12,1,1,600
45.346058,61988.684,2,1,1300
41.063873,159168.97,2,1,700
85.82332,19256.887,2,6,3300
44.132698,57258.78,1,1,1002
28.817514,32582.01,1,1,1802
27.656954,55005.83,1,1,3004
51.113308,0.16830482,2,6,200
56.629734,193890.23,1,1,2902
85.21126,4626.935,2,6,2400
43.746677,79823.234,1,1,600
64.4968,43997.16,2,1,2800
59.9627,69901.37,2,1,400
33.953327,2472.567,2,6,3006
68.40577,100340.11,1,6,3003
61.6919,44314.047,2,1,2903
62.470955,77752.23,1,1,700
72.296326,0.025644306,2,6,3202
48.355354,17922.809,1,1,100
72.899765,23008.623,2,6,3212
76.123604,19891.67,1,6,1100
90.86743,34591.3,1,6,300
77.69467,0.050328303,1,6,2703
71.6891,40768.062,2,1,2300
67.16647,19578.557,2,1,1500
16.340683,0.05225528,2,6,3210
29.76906,135836.8,1,1,2907
36.360435,77859.08,2,1,3004
35.145794,19311.38,2,1,2703
61.885723,13444.363,2,6,1300
39.241608,1418.0337,2,6,1900
51.90977,118622.19,2,1,3201
73.029785,28935.957,2,6,3208
55.342205,46446.13,1,1,3206
54.8002,53042.83,1,1,1900
66.34446,25393.484,1,6,801
26.476532,45941.574,1,1,3202
22.981335,8958.046,2,1,3100
31.84062,42130.984,1,6,3211
99.0,28139.164,2,6,2907
25.41605,29959.963,1,1,2902
31.172283,31667.783,2,1,802
46.13381,55230.918,1,1,1100
63.655907,20902.22,2,1,1300
55.23397,108028.375,1,1,801
81.2744,53295.504,1,6,2600
53.821384,55238.293,2,1,2400
43.61457,32416.19,1,1,3300
52.53416,36071.707,1,1,3212
45.511963,121750.086,1,1,300
43.337994,18187.627,2,1,2000
87.36674,4864.5957,2,6,3300
24.283833,22173.719,2,1,1200
18.06092,1606.2936,2,1,3001
70.22976,3992.0046,2,1,3202
43.22812,101305.48,1,1,2903
54.47597,0.114779785,2,6,2906
70.54643,17150.17,2,6,801
86.29317,24415.443,2,6,2907
53.72302,12783.343,2,1,2600
73.845894,126517.54,2,6,3211
73.919525,32689.639,1,6,1600
17.235725,0.017466653,1,6,1500
28.91075,35012.02,1,1,3207
35.888878,105168.414,1,1,3206
57.81943,0.0,1,6,1400
74.53594,0.07364072,2,6,2102
17.90664,342.15097,2,1,2800
69.88964,40877.812,1,6,2905
61.13745,7183.1533,1,6,1100
58.203953,1907.9141,2,6,1600
43.691414,101988.89,1,1,3001
44.974136,17839.74,2,1,1200
19.964293,42698.95,2,1,1900
31.601809,0.074326955,2,6,1600
27.252201,26427.885,2,3,1002
90.33522,12410.719,2,6,2800
55.12561,68922.26,2,1,3203
39.209988,9970.784,2,1,2901
22.934666,19225.635,1,1,1100
63.4784,31706.676,1,6,400
74.33882,90491.914,1,6,3213
57.27255,55930.227,1,1,1300
40.437477,18460.125,2,2,1701
98.80001,8554.714,1,6,2600
25.515146,17683.758,2,6,2904
69.03726,117119.16,1,1,1600
54.416683,143734.28,1,1,1004
44.691532,35995.21,2,1,3210
56.76801,14938.257,2,1,3100
62.41456,12355.481,1,6,3212
83.21563,24794.459,2,6,1802
74.64791,12996.734,2,6,100
52.945362,43565.344,2,1,2703
37.073185,18177.984,1,1,2500
66.8555,35346.277,2,2,2600
34.24184,36767.254,1,1,3205
30.544409,47063.645,1,6,3005
69.85191,122289.1,1,6,3004
67.18268,9381.698,2,6,2500
60.066353,3174.5564,2,2,2500
70.29802,0.09360068,2,6,2000
58.444324,0.0,1,6,3204
86.56159,77723.68,1,6,2901
31.612186,30178.338,2,1,600
69.37375,124606.55,1,6,1704
52.785496,32529.166,2,1,200
42.982483,0.0,2,6,3203
70.20081,17048.244,1,6,100
64.92851,28224.715,2,1,2000
51.33463,2559.9414,2,1,900
56.620075,25670.709,2,6,2300
49.61823,123092.36,1,1,1002
36.07294,114252.12,1,1,2600
62.584694,37314.125,2,1,1701
63.361588,25660.771,2,1,1600
62.135284,13814.579,1,1,3202
44.37558,45165.074,1,1,1703
30.746956,5526.6206,2,2,1500
53.384995,212461.64,1,1,2600
55.01149,44998.3,2,1,3300
41.844032,19910.86,1,1,400
82.26351,32085.7,2,6,3207
19.92755,2832.297,2,1,1500
31.604818,53082.047,1,1,3100
69.76677,4183.166,2,1,2702
54.61076,57851.145,1,1,3212
25.112114,24865.715,1,1,801
60.95101,179243.52,2,1,3201
69.12287,123644.74,1,1,1703
39.33128,44339.2,2,1,1002
30.54455,39761.902,1,1,2904
77.60191,45125.766,2,6,2701
18.231613,1015.80566,1,3,700
44.567963,19507.71,1,1,3004
27.897526,31772.514,2,1,1801
56.060154,57335.72,1,1,1003
35.95965,20832.586,1,1,1001
39.37269,103637.89,2,1,802
67.40351,122414.42,1,1,2907
56.835506,33779.242,2,1,1500
27.46706,3540.326,2,6,2800
30.302464,0.04489432,2,6,1400
59.17812,0.049201027,2,6,3004
19.254795,0.03842232,1,6,1500
67.40265,9407.782,2,6,2905
34.784927,101519.31,2,1,2908
70.54698,55970.457,1,6,600
40.465393,1175.7771,1,1,2500
72.67203,11737.478,2,3,600
63.0504,0.0,2,6,100
55.915546,36937.574,1,6,3213
83.71384,19053.375,1,6,3005
28.235903,56517.953,2,1,2000
23.974047,25358.682,2,1,3204
60.455227,101488.24,2,6,802
63.68045,4120.5283,2,6,2600
70.78941,44111.69,1,6,1801
49.509293,21.85597,2,6,3201
20.822775,20233.416,2,3,1001
48.79814,57408.38,2,1,3210
41.69265,58429.74,1,1,3004
63.29734,28323.002,1,6,3205
84.31845,31295.309,1,6,2500
62.536694,91797.125,1,1,2000
23.842577,4791.2954,1,1,2101
43.328606,8206.033,1,1,3202
59.4654,58933.02,1,1,700
40.796947,123731.21,2,1,2903
85.61621,7841.454,2,6,1500
62.566032,23421.355,1,6,2908
58.707787,17970.648,2,1,1300
61.385666,40581.36,1,6,2907
41.25319,39688.52,2,1,1004
48.348007,0.051271297,2,6,2906
40.230804,22695.572,2,1,3209
50.632656,39029.277,2,1,2600
33.46873,0.0,2,6,2907
70.16562,21486.002,1,6,2800
54.9069,29058.883,2,1,2903
46.26639,32190.89,2,1,3206
58.631496,32552.13,1,6,2300
64.970184,30072.322,2,6,1801
25.587568,19128.7,1,6,1703
27.95313,54435.49,1,1,300
65.61201,19836.408,1,6,3209
88.4892,15039.124,2,6,2903
68.49145,12784.514,2,6,3002
88.66583,20854.79,2,6,1801
38.24793,40822.883,2,1,3004
79.87099,92972.53,2,6,1500
45.158875,24997.275,2,1,1300
77.69733,18507.334,2,6,100
32.093094,20469.61,1,3,1001
64.5554,157770.72,1,6,2600
69.1949,18498.934,2,6,3100
42.52072,58966.02,2,1,2200
55.519524,95693.39,1,1,2701
55.193146,1616973.2,1,6,2907
59.23622,28585.332,1,1,100
76.34505,46672.363,2,1,1701
59.974228,20789.059,2,6,100
42.697136,6549.985,2,3,3202
50.537468,0.0,1,6,100
37.199196,0.0,1,6,3211
63.904396,19225.89,1,1,300
63.289047,8574.164,1,6,3001
36.020798,35456.78,2,1,3207
56.55075,13840.612,2,1,2902
25.483362,31112.557,1,1,900
57.57972,55357.16,1,1,3300
53.999664,56291.27,2,1,1701
26.150537,64164.96,2,1,100
56.467876,16810.178,1,1,2903
49.579338,46853.16,1,1,600
20.434504,41.03229,2,3,400
45.297882,30732.863,1,1,200
56.106415,3892.037,1,3,1400
34.978256,137889.5,1,1,1600
26.132559,10530.891,2,1,2500
36.811768,8014.649,1,6,400
70.75314,11998.612,1,6,2702
66.685585,11096.065,1,6,600
77.35155,21730.64,2,6,2901
75.4993,21556.959,1,6,1002
93.1624,62832.91,1,6,2906
59.805878,44003.625,1,6,3300
59.568798,24731.852,1,6,3207
18.80798,1944.8411,1,1,400
72.92483,87607.25,1,1,400
63.406025,42869.258,2,1,2500
78.97472,48299.594,1,6,1100
51.458443,5107.7188,1,6,1702
49.461502,53993.523,2,1,700
61.39176,19299.635,2,6,2000
63.895622,75898.0,2,1,3202
33.825703,67297.34,2,1,500
27.61299,12561.336,1,1,1400
67.83019,12497.464,2,6,1100
42.63305,65854.47,2,1,2800
27.638687,36079.586,1,3,3005
36.54808,44870.297,2,1,1100
21.34703,11065.343,1,1,2905
57.05814,46162.09,2,1,3211
63.303154,84751.73,2,1,2904
23.828236,5517.6187,1,1,2702
22.287413,22761.73,1,1,1500
19.179241,3834.4673,2,6,1100
22.12969,26346.148,2,6,3201
37.987858,44665.445,1,1,200
38.21332,38408.965,1,1,3001
20.850945,22691.115,2,1,2000
35.66012,14160.089,2,1,2703
86.29706,29411.275,1,6,1400
17.03294,0.0,1,6,1701
39.76773,53914.18,1,1,1400
83.6544,41915.008,2,1,2500
34.090202,15259.081,2,1,2102
52.14618,69070.97,2,1,1004
81.94615,8503.107,2,6,3005
83.023346,34100.727,2,6,1003
66.58953,30628.053,2,6,2102
21.667368,0.04266755,1,6,1701
38.89429,41185.703,1,6,3207
81.63873,43323.13,2,6,1004
66.203026,37124.254,1,6,2102
52.11314,197921.55,1,1,2800
65.15308,18210.156,2,1,2903
70.929756,10435.884,1,6,1900
51.60354,64417.453,1,1,1300
71.1452,25030.531,2,6,3201
54.28392,35870.984,2,1,2600
89.019356,27563.69,1,6,3203
26.67643,17863.287,1,1,200
21.814106,2298.5002,1,1,2703
62.097153,48298.074,1,1,1600
29.260109,5596.3564,2,6,2903
75.76364,10382.868,2,6,2701
56.96923,36525.06,2,1,200
52.492867,17326.793,1,1,3201
20.731089,4938.433,2,1,3211
32.92684,156204.7,2,1,3002
82.43338,45342.844,1,6,2300
30.623741,49204.867,1,1,2903
47.22603,41988.543,2,1,600
58.77745,99030.086,1,1,1900
42.09706,104995.24,1,1,2400
48.2315,143080.14,1,1,3001
20.776709,0.084974326,2,6,2906
20.728859,0.06964879,2,6,801
20.539246,12478.765,1,1,1600
54.017857,9461.025,1,1,1300
53.37235,12768.757,2,1,1701
47.779854,114762.97,2,1,2907
52.231018,88210.3,1,1,1004
62.963932,87767.23,2,1,300
44.646248,0.06441629,1,6,2300
59.9119,107251.695,2,1,2702
83.422005,22623.5,2,6,2906
66.08327,37702.637,2,6,3213
48.55895,0.0,2,6,200
19.033106,6027.1704,2,1,3002
80.53389,110908.766,1,6,3203
64.50556,18698.271,1,6,100
44.867493,130959.62,1,1,2102
55.16661,24748.344,1,1,500
68.17667,19431.838,2,6,1400
58.240532,29661.754,1,1,2500
84.30536,13648.22,1,6,2300
19.728107,0.19645414,2,6,2102
56.185905,51909.184,1,1,2300
38.75282,24915.875,1,1,2600
89.52328,19303.113,1,6,3201
50.906998,48020.527,2,1,2500
70.67597,47318.65,1,1,500
25.573008,25821.57,1,1,3204
53.258953,28662.314,2,6,3208
25.124216,11909.16,1,1,1703
36.69015,72530.71,2,1,2800
54.27585,13711.799,2,6,2102
44.7072,57233.285,1,1,1300
85.47167,12066.804,2,6,3001
23.036219,8212.125,1,1,3208
41.359154,17029.703,1,1,2908
53.39892,5758.5474,1,6,801
32.92859,56837.84,1,1,1600
93.610085,43766.82,2,6,2908
45.72468,91359.31,2,1,3001
81.75627,58854.33,2,1,500
61.91307,56694.97,1,6,1600
39.236084,68914.24,2,1,3005
62.641373,11805.198,2,1,3204
41.407967,14511.804,2,1,900
17.681923,0.0017247753,2,3,100
19.248888,13632.023,2,6,1801
54.89526,116017.48,2,1,500
76.91466,108818.77,1,6,2703
68.57817,6267.5923,1,6,2908
45.681343,176132.02,1,1,400
32.588455,23558.752,1,6,1200
31.313244,31038.79,2,6,802
35.20342,26228.518,1,1,2800
69.50095,42466.41,1,1,2300
26.07589,0.0006448917,2,6,3201
26.481129,10181.19,2,1,2903
31.477427,6589.626,1,1,2600
72.806145,4107.856,2,6,1001
57.169838,28044.482,1,6,2703
66.666664,101772.516,2,1,3004
28.488367,0.0,2,6,2600
66.81729,7912.218,2,6,1400
73.42107,30878.615,2,6,2800
20.742996,14368.944,1,1,1200
16.790623,9941.451,2,6,3213
68.39984,45185.582,1,6,1100
63.89069,47669.137,1,1,1600
57.599236,30557.504,1,1,1100
37.91799,36922.324,1,1,3201
48.79743,41483.64,1,1,3209
69.22539,39922.137,1,1,200
57.55372,73936.375,2,1,3100
49.70108,43915.04,1,1,802
49.21192,47644.73,1,1,600
49.012646,0.04998979,2,6,700
50.959187,41479.965,1,1,1702
30.339476,45755.04,2,1,2904
45.10641,58416.7,1,1,2908
54.605618,67406.86,1,6,1704
67.60555,18578.729,1,6,1100
74.11482,47619.426,1,1,2500
65.74922,0.02005393,1,6,500
27.591911,1426.0638,2,1,1004
58.21811,0.0,2,6,2902
55.640285,64606.58,1,1,3202
38.174896,68551.09,2,1,3201
32.571697,55894.285,1,1,400
70.532196,25433.256,1,6,1704
60.683437,10618.779,2,1,2101
54.187183,95912.58,1,1,1701
38.87464,5866.7583,2,1,500
59.47058,326.04013,2,1,2902
60.805542,34164.137,2,1,3003
49.048874,30252.916,2,1,2101
59.49491,12003.408,2,1,700
71.5119,10020.387,2,6,1004
67.066315,42886.105,1,1,1002
63.76236,23170.807,1,1,2902
65.850006,63375.688,1,1,3100
64.529724,51730.035,1,1,1900
70.68767,4419.76,1,6,2400
24.16689,23020.629,2,1,3300
42.80657,59371.684,1,1,2500
33.676388,56077.156,1,1,2102
46.8246,29468.469,2,1,3202
25.774141,38946.586,1,1,3300
29.334122,23744.643,2,1,2000
17.307487,0.037103068,2,6,3208
53.603413,25345.746,2,3,2800
71.79461,20401.084,2,6,3005
26.331387,32820.938,2,1,500
75.10866,22833.088,1,6,2400
47.671124,94633.29,1,1,1004
65.29713,45350.066,2,6,3206
21.15619,24697.627,1,1,1100
20.922878,2637.7253,1,1,2701
66.55201,17930.314,2,1,400
67.24391,74011.37,1,6,1600
61.85576,133524.88,2,1,2102
83.16077,39448.477,1,6,300
82.67284,35186.016,1,6,300
53.47284,0.009081826,2,6,802
59.227936,53711.617,2,1,2500
47.865803,33550.42,2,1,1400
50.115383,42178.383,1,1,300
88.525795,25291.127,1,6,2000
72.09369,16417.646,2,6,3208
28.142195,0.034792237,2,6,1200
40.160755,32930.516,2,1,900
33.28482,5277.9863,2,6,1704
51.90503,97506.09,1,1,1003
26.279488,0.06531098,2,6,3210
62.133724,143608.92,2,1,3201
57.41353,34260.98,1,1,1600
85.09906,14340.919,1,6,100
78.32964,23187.166,2,6,900
39.496548,89731.875,1,1,1801
64.804504,24729.729,2,1,801
17.085842,0.027078269,2,6,2800
50.798855,63228.625,1,1,3209
19.718344,16726.266,2,6,400
62.46356,31805.682,1,6,1400
78.96281,19013.91,2,6,300
50.04697,127764.61,1,1,2800
37.891796,15249.231,1,6,1400
42.332657,0.03720198,1,6,3211
35.99259,0.0,1,6,3002
68.476524,45380.35,2,1,2702
39.170555,20745.465,1,1,2000
65.099495,18680.447,2,1,600
27.458048,16687.436,1,1,2908
18.863546,1232.6282,2,1,1801
57.97372,31900.887,2,1,200
33.60473,44143.215,2,1,2902
41.265438,9.848378,2,6,1400
63.23688,369982.88,1,1,2702
51.590134,0.0,1,6,1100
58.697845,4624.0894,2,6,1002
53.956314,25186.9,2,6,1702
70.50416,50235.504,2,6,2200
73.88653,44872.31,2,6,1100
75.552345,29453.324,2,6,1300
26.604816,37836.383,1,1,1100
32.4869,0.011461595,2,6,300
84.75528,0.08316095,2,6,3201
35.15158,59426.918,1,1,700
18.370262,1146.9231,1,1,1801
28.649017,32657.357,1,1,900
52.913666,32476.902,1,1,1400
62.45148,24600.867,2,1,3003
47.905354,46858.297,2,1,1701
85.89378,26502.924,2,6,3201
54.35431,9904.106,2,1,2500
47.973934,106916.32,2,6,2102
52.718597,78874.82,1,1,600
39.74085,40959.14,1,1,1900
68.26858,172486.61,1,6,3208
36.211258,94330.17,1,1,900
60.84697,28812.479,1,6,100
70.543144,27568.158,2,1,600
30.778933,79527.27,2,1,1200
22.334274,0.0,2,6,3207
75.4249,90325.336,2,6,1300
49.69052,21445.611,1,1,2600
64.44816,32022.846,1,6,3001
85.70362,25643.572,2,6,500
53.220234,16088.415,1,1,2703
82.614,5506.021,2,6,200
34.75325,40915.49,2,1,3004
74.48447,39384.87,1,6,2902
45.406834,13609.575,2,6,2500
42.108364,22788.338,2,1,400
69.50529,66732.44,1,6,2200
47.798405,62275.418,1,1,1004
28.448849,0.09196866,2,6,500
63.196854,50824.574,2,6,2800
43.889297,18285.547,2,1,1100
48.433475,58055.973,2,1,1003
37.963158,96045.85,2,1,2702
85.1033,5251.1206,1,6,1300
27.858135,7547.224,1,6,1801
62.3208,13585.804,1,6,3003
85.63365,24198.139,1,6,1900
52.642265,41066.152,1,1,2906
44.757244,10862.691,1,1,3005
57.039658,0.0,2,6,2200
44.952686,0.021259941,1,6,2300
23.565985,51257.266,1,3,1003
81.01723,21277.86,1,6,1900
66.696625,57248.68,1,1,400
39.51622,39111.367,1,1,802
78.892456,14647.895,2,6,300
27.949284,5082.408,2,1,3206
17.404827,0.0,1,6,2101
36.99338,12210.22,2,1,1400
74.5141,35646.55,2,6,2400
19.033789,1295.7839,1,6,1002
52.88495,718.8497,2,1,2702
21.977797,5151.574,1,1,2701
56.831432,18773.158,2,1,1200
34.971413,72088.4,2,1,2400
32.798378,29234.395,1,1,1200
46.755253,33370.285,1,1,3002
40.684677,29928.406,1,1,1704
60.0531,98068.81,2,1,801
35.684917,0.001176572,2,6,1300
57.542328,0.1503477,2,6,2906
29.31809,18198.246,1,1,1200
39.7535,34164.887,1,1,2200
37.000916,56438.453,2,1,3004
67.22818,8809.969,2,6,2902
21.89544,13945.422,1,1,2400
41.98705,20692.705,1,1,400
24.749899,11301.378,1,1,2102
59.06103,0.005454581,2,6,400
40.45833,0.024786845,2,6,2901
45.206608,7378.666,1,6,1701
60.370094,15298.717,2,6,2500
37.499058,40769.5,1,1,1801
57.71108,36678.79,2,1,2901
57.54953,0.037292983,2,6,1003
24.013977,45253.117,1,3,2703
37.296192,45096.637,1,1,2800
56.249367,61720.047,1,1,3202
58.758244,2365.3772,1,6,1100
18.259308,0.0,1,3,3004
45.05972,51599.51,2,1,1600
18.065475,7095.4746,1,1,2200
56.601173,50689.035,2,1,2800
67.69418,8031.7827,1,6,2907
54.046967,59905.926,1,6,2904
30.784826,10835.911,1,1,900
73.72882,22295.95,1,6,1300
56.94624,32985.996,2,1,1703
18.443539,21345.848,1,1,500
96.426865,29907.719,1,6,2703
20.304037,14069.867,1,1,2904
78.12796,29263.266,2,6,1300
62.677837,23119.883,1,1,802
27.050652,13317.319,1,1,3004
65.949776,61915.777,1,1,3004
53.63158,46246.83,2,1,3003
67.40683,28624.18,2,6,1300
31.730686,107473.78,2,1,3004
84.903885,35431.363,2,6,1500
24.043242,0.0,1,6,2908
27.278963,20111.92,2,6,2000
54.061752,23360.408,1,1,1300
37.033012,0.051129945,2,6,1002
23.613386,13848.033,2,1,3205
44.05706,36261.137,2,1,100
78.136314,0.0,2,6,1900
14.240463,0.044750832,2,6,1704
22.33748,4403.789,1,6,1801
21.750525,12515.428,2,6,1701
38.7776,18981.64,2,2,2906
44.57591,60684.39,1,1,2701
67.87734,11126.3955,1,6,1003
59.318783,220341.1,1,1,2905
31.532211,5944.7817,2,3,1802
78.88992,29612.064,1,6,1802
70.50986,63181.43,1,6,1701
57.386063,12235.307,1,6,300
25.75134,2305.6416,2,1,801
21.454151,2627.5571,2,1,2400
32.081867,25161.21,1,1,3001
56.43194,18929.123,2,6,1701
71.66565,37242.984,1,6,1600
65.89268,31990.855,1,6,3206
79.48514,88090.664,1,1,3212
18.498024,6251.8,1,1,300
69.24421,13779.524,2,6,1702
20.540945,4075.6165,2,1,1400
28.019287,0.007184922,2,6,2902
21.491741,55700.324,2,1,3002
42.986794,22306.201,1,1,2600
68.112816,19171.639,1,6,1701
58.41427,7424.9785,1,1,500
50.370647,11257.572,2,6,2102
30.800863,8680.476,2,1,3100
18.260548,12164.364,1,6,100
43.84992,41940.68,2,1,2200
64.616325,24992.008,2,1,3210
54.585796,51785.32,1,1,3206
58.111725,5353.05,1,6,3004
26.800545,9584.025,1,1,600
72.414276,8688.229,2,1,801
25.34261,43934.434,1,1,1100
60.470886,9205.312,2,1,2904
28.971,6750.5913,1,1,3203
43.210274,44500.727,1,1,100
29.15343,142026.94,2,1,1801
25.790768,10149.303,1,3,200
49.91172,0.0,1,6,3208
27.087994,8916.602,1,6,1704
56.52074,0.13291398,1,6,100
18.498032,473.8021,1,6,600
32.22786,75474.086,2,1,200
44.28002,72985.414,1,1,1100
19.125021,3818.651,2,1,3204
34.498806,71401.305,2,1,2903
54.494987,64326.84,2,1,802
39.817093,54366.227,2,1,2000
75.47288,42334.18,2,6,2400
53.047623,46177.02,2,1,2500
33.312744,1090.9375,1,3,3004
75.01791,3811.1035,1,6,500
68.969604,49936.96,1,1,1900
79.12164,53424.15,1,6,1003
49.244404,22946.016,2,1,2701
63.617657,9529.272,2,1,700
54.72079,1493.9854,1,1,3100
47.610912,107322.5,2,1,2600
27.787313,19794.434,2,1,2702
61.776985,70570.99,2,1,2703
55.08969,101156.9,1,1,2101
73.877884,29926.55,1,6,1100
54.738617,26032.018,1,1,300
21.14142,8062.0376,1,1,2702
45.660748,4283.8247,2,1,3005
38.793114,67149.95,2,1,1802
53.575596,108364.97,2,1,3207
21.542917,6581.642,2,1,600
53.640625,82231.164,2,2,2200
83.833984,73195.37,2,1,2701
62.850166,31753.55,1,1,100
44.82466,25468.209,2,1,2600
21.804098,0.021644725,1,6,1500
64.22601,52915.81,1,1,3004
78.973045,10461.775,1,6,1300
70.1882,25170.043,2,6,1001
55.208782,146267.88,1,6,3203
65.391,9773.763,2,6,2901
62.78664,96163.35,1,1,3212
42.89463,0.0,2,6,1702
17.024403,6341.073,1,1,1100
32.16442,26570.854,2,1,3205
66.274574,0.0,1,6,2101
31.529678,65061.035,1,1,3300
22.582884,10391.705,1,4,2000
54.699738,27170.055,1,6,300
32.451717,46566.77,2,1,100
85.21268,67280.85,1,6,2400
60.5278,30342.838,2,1,2000
37.850002,21496.19,1,1,802
33.927074,62363.2,1,1,3001
38.557564,61548.527,2,1,2500
18.981974,1701.7949,1,1,3201
41.150936,46363.28,2,2,3004
92.50002,0.0,2,6,3209
30.42251,49843.324,1,1,200
28.105478,202282.28,1,1,2905
35.72382,17624.492,2,1,2000
54.658287,11810.153,2,1,2300
21.605467,11446.97,2,1,2903
69.28361,27996.488,2,6,1900
57.97782,15013.414,2,6,100
21.950163,1724.1227,2,1,600
41.189045,0.0,1,6,2600
70.189354,34934.07,2,6,2600
63.818794,113656.68,2,1,1002
19.917305,1143.1476,1,1,1704
34.148697,49063.45,2,1,2800
35.88022,21365.543,2,1,2500
35.581135,0.028732013,1,6,2903
54.50419,21529.51,2,1,1704
52.35426,97439.07,1,1,2904
51.3988,27577.152,2,1,200
64.86217,2714.1587,1,6,2904
51.618008,34710.004,2,1,1002
72.01355,52819.457,2,1,1600
87.488846,66570.54,1,6,2500
35.665676,74060.37,1,1,3001
35.801353,54282.297,1,3,2000
59.680573,32464.701,1,1,3002
67.16913,189126.56,2,1,2000
75.77515,36305.5,1,6,400
62.135468,37105.39,2,1,500
47.823215,49985.9,1,1,1600
49.677666,87548.95,2,1,900
42.450027,15480.837,2,1,3005
62.94649,56292.883,2,1,3002
60.046547,75791.02,1,1,2101
62.682644,73895.56,1,1,2300
78.613754,36924.086,2,6,3001
46.793724,27343.154,1,1,1002
65.933914,25101.986,1,6,3006
74.451614,0.0,1,6,100
60.764786,70778.86,2,1,2904
52.759846,60451.316,2,1,700
42.33767,29235.65,2,1,1703
79.99524,167.60356,1,6,3204
31.186924,81928.77,1,1,3201
80.82302,34692.168,1,6,2701
32.19598,55026.92,1,6,3208
57.954575,28828.943,1,1,1001
26.22973,19613.822,2,1,2400
65.473625,41342.21,2,6,900
52.17549,194792.1,1,1,2901
47.592503,83733.26,2,1,2400
81.54458,113163.16,1,1,1002
40.36257,37328.61,1,1,2101
52.999302,112019.5,2,1,2901
60.813324,143890.36,2,1,2300
80.718506,10678.314,2,6,2906
49.293633,90955.76,1,1,1900
34.445877,9161.377,1,1,1703
37.438194,34380.383,1,1,1400
33.240868,0.039535042,1,3,3003
77.43202,86469.82,1,6,2800
32.703716,50700.445,2,2,400
54.63068,49597.89,1,1,2101
67.94518,17570.719,1,6,3203
79.40487,12560.3545,2,6,3003
34.407753,39263.66,2,1,3300
63.980408,10783.342,1,6,300
81.65845,8608.851,2,6,2902
45.310146,40406.223,1,1,2702
58.346867,29984.373,1,1,2300
62.675125,16468.535,1,1,1704
55.62047,45979.53,2,1,3001
74.134705,28403.557,2,6,600
35.984764,27394.236,1,2,3207
26.781822,47348.395,1,1,1600
56.24403,176644.75,1,1,2200
39.76648,45539.465,2,1,900
82.16932,20754.787,2,6,1600
75.75733,28893.213,2,6,2500
62.630688,29560.26,2,1,3202
81.40423,46714.176,2,6,700
64.56919,0.041596174,1,6,100
53.16229,67624.69,1,1,2000
62.372932,52363.89,1,1,2907
61.30233,29547.209,1,6,1300
18.208641,9172.874,2,2,3208
66.57524,4828.4214,2,6,1200
67.30742,56731.37,1,1,2903
67.20259,37441.098,1,6,2300
86.42662,107414.66,1,6,2908
39.389862,47344.195,2,1,2400
46.885063,71965.78,2,1,2600
81.64711,26084.332,1,1,3300
42.08875,9429.369,1,1,1600
62.601658,49904.016,1,1,2500
29.866346,17554.654,2,1,3208
62.310463,64349.36,2,6,2701
36.943455,3023.7122,2,1,3201
61.363853,110687.4,1,1,2701
82.79286,18162.389,1,6,900
61.178326,48315.906,2,1,1802
40.830475,84895.39,1,1,2907
56.438377,153592.12,1,1,3002
52.115673,71492.34,2,1,2200
47.341724,33893.285,2,1,200
74.34961,21443.832,2,6,3209
31.900038,36413.723,1,1,700
63.04048,48140.938,1,1,300
52.637375,20254.943,1,1,600
96.89605,8931.088,2,6,100
40.247086,4165.538,2,1,802
79.92023,35284.375,2,6,1400
28.392534,13320.813,2,1,300
17.837555,0.0,1,6,3213
39.47153,45127.27,1,1,1003
55.704704,77421.92,2,1,802
17.84135,0.02144793,2,6,2906
40.50613,32840.19,1,1,1900
19.01545,1915.7217,2,1,802
67.15432,12210.779,1,6,1200
70.70349,49513.574,1,6,100
53.008392,56149.723,2,1,3006
66.50446,0.05962262,2,6,1802
77.13576,38143.0,1,6,1500
38.05031,52474.17,2,1,1100
93.89192,45472.11,1,6,600
25.016605,27894.385,1,1,1802
48.700184,83647.62,1,1,2903
60.59998,40161.23,1,1,3204
39.98359,29431.506,1,1,400
52.54135,47492.39,1,1,1100
49.80817,21144.588,2,1,1100
23.858774,2004.499,2,6,3003
35.107765,540.47595,2,1,600
44.508965,24874.396,1,1,3003
57.114212,36252.598,2,1,3002
62.589314,111517.24,1,1,3300
16.315556,0.008862437,1,6,3203
71.20252,28515.111,1,6,100
81.50739,20788.049,2,6,2800
50.428528,104715.65,2,1,1004
62.56428,120800.08,2,1,2904
99.0,49288.562,2,6,2906
24.145872,6969.249,2,1,2102
83.851395,33867.176,1,6,1200
41.71777,28219.627,1,1,1100
28.693321,19383.973,1,3,1900
63.915474,51474.473,1,3,500
54.760494,55818.91,2,2,400
58.90947,75594.24,1,1,1004
50.914604,30387.957,2,1,1300
69.7977,55154.645,2,1,2200
83.40929,19537.781,2,6,1001
53.71594,35084.22,2,1,2901
42.3817,37993.06,1,1,2500
64.008064,120681.7,2,1,2902
76.30278,120963.43,1,1,2903
