bldg_id,PUMA,AGEP,PINCP,SEX,ESR,price_tier
415872348,3213,69.843605,18336.262,1,6,3
439633853,3203,81.29971,12112.419,2,6,2
437390464,3212,24.620747,1234.5768,2,1,1
1080866861,3213,76.759186,7161.16,2,6,2
717902785,3202,96.714645,86628.875,1,6,5
1233453533,3213,17.049858,18818.26,2,1,3
823791824,3202,52.616283,15412.892,1,6,5
225789484,3202,56.154083,138096.77,1,1,5
439633851,3203,68.97385,40895.047,2,1,4
439633864,3203,11.888023,0.0,1,6,1
68992700,3211,51.05449,112281.97,2,1,5
225789484,3202,92.54713,1060.3512,1,6,5
714679883,3208,56.175842,47768.164,2,1,4
225789484,3202,38.839737,129319.13,1,1,5
1111547283,3210,32.46512,23734.838,2,1,4
383542109,3211,26.0793,5964.496,2,6,2
UnitedStates_030223212_20503,3210,22.95891,0.41233373,2,6,1
1289955511,3208,53.190826,58805.742,2,1,4
454361366,3211,34.638657,13685.917,2,6,2
935117741,3208,53.043842,0.0,2,6,1
891976428,3208,62.041008,24929.852,2,6,3
650256089,3209,53.53223,3952.8381,2,6,1
439637131,3212,46.338753,17844.674,2,1,3
860224813,3211,48.71021,38727.945,2,1,4
162766854,3212,14.688568,8773.969,2,3,2
720592533,3212,28.758368,6467.1836,1,3,2
58366895,3213,32.24366,23527.945,1,1,3
71531230,3211,40.4078,113047.31,1,1,5
155077255,3209,80.87681,154200.05,1,1,5
717902785,3202,95.532074,42658.895,2,6,5
1181224738,3210,41.134518,13310.476,1,1,3
437103837,3212,52.1924,8411.658,2,6,2
313128801,3209,62.48404,18073.33,1,6,2
944266311,3209,41.205944,577.6654,2,6,1
1138064458,3208,77.16725,805.00543,2,6,1
823791824,3202,49.128574,77357.336,1,1,5
58430432,3210,50.80152,16766.785,1,6,3
UnitedStates_030223203_472543,3210,59.05401,8443.892,2,6,2
UnitedStates_030223203_949889,3210,75.93462,17963.246,2,6,3
UnitedStates_030223203_922273,3210,33.791477,18548.453,2,1,3
433598934,3211,16.193085,771.0732,2,1,1
1027129697,3213,61.04389,18147.62,2,6,2
225789484,3202,40.35893,16287.095,1,1,5
941642509,3212,58.14201,108282.63,2,1,5
417965067,3211,14.674938,942.36383,2,1,1
225789484,3202,60.72203,64330.582,2,6,5
823791824,3202,66.52414,28272.967,1,6,5
UnitedStates_030223203_236094,3202,43.1511,106244.66,1,1,5
727252541,3208,69.50281,10593.863,2,6,2
732018916,3208,46.40871,30252.771,2,1,4
823791824,3202,77.95883,71368.695,1,6,5
386877494,3211,72.81611,10909.632,2,6,2
397515780,3211,35.121986,0.0,2,6,1
890985252,3208,35.13431,16059.763,2,1,3
586981935,3213,36.48623,42302.62,2,6,4
UnitedStates_030223203_540375,3209,46.47442,15028.471,2,1,2
717902785,3202,38.592075,41937.52,2,1,5
UnitedStates_030223203_877346,3210,55.489773,16675.09,1,6,3
924831734,3208,59.497322,7651.737,2,6,2
912781587,3208,86.63115,18747.715,1,6,3
UnitedStates_030223203_139702,3209,55.341957,87385.125,2,1,5
58431589,3211,74.13513,0.0,1,6,1
439633864,3203,51.640533,1.519185,2,6,1
439633860,3203,68.82854,7681.22,1,6,2
58427158,3210,25.962383,24041.922,1,1,4
1284968440,3210,40.056194,43164.27,2,1,4
439633857,3203,50.065865,95848.12,1,1,5
778545894,3208,49.33093,34414.566,2,1,4
2749367,3211,72.851395,9229.893,1,6,2
853865726,3209,80.136154,19783.506,1,6,3
825263962,3211,21.235474,97964.87,1,1,5
439633864,3203,25.140598,123.88348,2,6,1
858284390,3208,75.08406,63514.066,2,6,5
UnitedStates_030223203_532826,3210,70.540276,37414.08,2,6,4
942267817,3209,10.85498,0.0,1,6,1
UnitedStates_030223203_223471,3209,31.698095,49986.137,2,1,5
836876732,3213,21.804914,0.4704474,2,6,1
58436909,3213,63.789413,38.077053,2,6,2
58478265,3209,48.22729,1.9845319,1,6,1
854543351,3208,47.901665,44812.305,2,6,4
855690846,3208,24.617252,17154.111,2,1,3
110555611,3211,51.621655,23716.375,2,6,3
411815140,3211,35.141594,107098.27,1,1,5
623425592,3213,35.715607,8397.806,2,1,2
UnitedStates_030223212_39295,3213,38.77,8076.299,2,1,2
823791824,3202,57.75456,78452.91,1,1,5
1050647274,3212,42.278008,15634.705,1,1,3
1080866861,3213,58.618988,8771.04,1,6,2
225789484,3202,55.931107,6902.0513,2,6,5
58366895,3213,68.60537,29750.316,2,6,3
439633867,3203,13.441803,0.036880553,1,6,1
439633864,3203,84.816025,1312.6714,2,6,1
823791824,3202,99.0,38325.355,2,6,5
1027129674,3213,39.88502,35035.2,2,1,4
225789484,3202,42.391884,39758.566,1,1,5
439633868,3203,53.16199,0.0039837826,2,6,1
58431587,3211,55.323105,16322.893,1,1,3
58366895,3213,28.67806,24340.207,1,1,3
1027129703,3213,26.684649,0.2592033,2,6,1
106384974,3213,43.474308,5496.8374,1,1,2
823791824,3202,32.151802,164226.58,2,1,5
1115862539,3210,25.118944,12306.687,2,6,2
823791824,3202,51.810123,151822.7,1,1,5
439633867,3203,61.258114,0.0,2,6,1
439633861,3203,75.81172,8379.684,2,6,2
370284544,3212,36.61808,0.23255152,2,6,1
900559381,3208,24.928825,0.43875083,2,3,1
58741225,3211,11.180088,1782.1324,2,3,1
UnitedStates_030223203_61867,3209,23.024158,6716.2827,1,1,2
439633864,3203,39.323917,140.60129,2,6,1
1154379376,3210,42.266712,0.11303654,1,6,1
823791824,3202,71.08548,34548.87,1,1,5
8643061,3213,38.815155,10631.913,2,1,2
1020931925,3202,63.437927,48552.266,1,1,5
58366895,3213,37.028667,31956.947,1,1,3
1286953788,3208,35.948086,16.241365,1,6,1
1027129696,3213,27.97413,160.42038,1,1,1
439633864,3203,54.37654,1506.8118,2,6,1
717902788,3202,15.039036,12586.6045,2,1,5
225789484,3202,39.91274,23796.193,1,6,5
69025208,3211,44.72552,10611.389,1,6,2
900559381,3208,55.679546,0.8791191,2,6,1
1042501276,3209,19.992012,4588.5034,2,1,1
930719856,3208,46.052685,25299.812,2,1,4
805151309,3211,27.010996,1645.1692,1,1,1
439633853,3203,37.03199,4067.856,1,6,2
396813095,3211,32.327538,0.0,2,6,1
UnitedStates_030223203_1039347,3209,46.589314,67270.46,2,1,5
68935787,3211,65.79356,8008.6577,2,6,2
409625529,3211,27.404373,97247.27,1,1,5
439633851,3203,37.95026,25434.324,2,1,4
58366817,3210,85.514206,7831.8345,1,6,2
717902785,3202,73.64911,75002.164,2,6,5
58366895,3213,38.062973,38377.695,2,1,3
UnitedStates_030223203_555548,3210,28.815664,8299.79,2,1,2
439633864,3203,32.455257,0.0,2,6,1
1027129693,3213,17.347794,0.6188209,2,6,1
69117904,3211,55.973156,37421.465,2,6,4
823791824,3202,62.84998,40330.84,1,6,5
58366895,3213,69.42237,36335.184,2,1,3
823791824,3202,65.85345,35928.64,2,3,5
1078572539,3210,33.248848,0.29358408,1,6,1
1159049349,3208,88.645935,16762.885,2,6,2
823791824,3202,57.598846,69569.766,2,1,5
823791824,3202,63.579792,39967.508,1,1,5
717902785,3202,13.454693,17923.92,1,1,5
439633865,3203,10.163467,0.19854861,2,6,1
441374393,3212,40.2635,14471.101,1,1,3
UnitedStates_030223203_950217,3210,58.790077,22338.56,1,1,4
1051253012,3212,54.3633,72949.64,2,1,5
59584910,3211,55.110577,6816.9907,1,6,2
1026467569,3213,25.469404,9111.984,1,1,2
1161374403,3210,68.20502,18426.826,1,6,3
106384974,3213,64.96678,13063.694,1,6,2
702842264,3208,18.66505,7609.2627,2,6,2
UnitedStates_030223212_79640,3213,44.10279,52296.965,1,1,4
UnitedStates_030223203_12114,3212,19.77567,21636.795,2,1,3
890782738,3209,70.8609,7572.837,1,1,2
14321795,3210,44.52314,0.0,1,6,1
1287352515,3208,27.186245,4.3855433,2,6,1
58366895,3213,58.267776,21439.537,2,1,3
823791824,3202,47.346645,92117.93,1,1,5
439633867,3203,19.323414,0.6391422,2,6,1
1027129697,3213,29.69962,7917.804,2,1,2
415140277,3213,20.036156,7973.4756,2,1,2
UnitedStates_030223203_549947,3210,45.35459,49619.273,1,1,5
105360165,3211,48.88176,160896.0,2,1,5
439633864,3203,35.102722,448.96335,2,6,1
690316232,3209,29.156567,16192.677,2,1,3
764295292,3208,52.45826,35745.824,2,1,4
1232462199,3211,30.55101,8197.827,2,1,2
439633868,3203,29.56848,282.82446,2,6,1
71176561,3210,45.870296,5180.0747,1,1,2
6123561,3210,38.457764,0.21954721,1,6,1
1126503477,3210,32.92632,0.27159807,1,6,1
58366895,3213,48.304115,24279.834,2,6,3
626781235,3212,57.029938,11758.688,2,1,3
836813495,3213,18.704113,10435.128,1,6,2
439633864,3203,31.061241,0.2358012,2,6,1
823791824,3202,81.93585,169881.28,1,6,5
69312239,3211,77.53392,17078.238,2,6,3
885168924,3212,54.932846,35544.305,2,1,4
225789484,3202,32.08513,35742.79,2,1,5
974629598,3212,39.233017,14335.08,2,1,3
884483262,3208,29.846823,6356.0967,1,1,2
823791824,3202,72.436325,30295.33,2,6,5
225789484,3202,63.469955,153116.08,2,1,5
UnitedStates_030223203_590025,3209,48.096355,1.3754088,2,6,1
1058425395,3208,35.311153,0.26072696,2,6,1
58326453,3208,43.48051,0.0,2,6,1
225789484,3202,28.615126,3.3466923,2,6,5
823791824,3202,52.51785,24724.848,2,1,5
888824112,3210,70.07882,8160.5454,2,6,2
UnitedStates_030223203_562032,3209,25.488377,4443.979,2,6,1
823791824,3202,91.922295,47167.17,2,6,5
68952362,3211,26.253204,66648.164,2,1,5
439633864,3203,36.615936,1.2907643,2,6,1
439633861,3203,52.999203,8937.121,1,1,2
423974803,3211,69.601135,8424.657,2,6,2
439633853,3203,52.753338,10021.056,2,6,2
229928055,3211,19.44501,14354.4795,2,6,2
546640142,3211,45.28694,4015.355,1,6,2
439633857,3203,14.06926,52364.34,2,1,5
439633868,3203,95.81886,0.0,2,6,1
439633861,3203,21.068977,3841.1267,2,1,2
440620957,3212,85.17288,0.576038,2,6,1
823791824,3202,99.0,49827.734,2,6,5
444198157,3212,77.89789,16326.535,1,6,3
4515821,3208,8.57753,3.6723213,2,6,1
823791824,3202,52.965874,37721.95,1,1,5
58366895,3213,41.44889,29483.059,2,1,3
328265188,3208,38.96423,0.9866551,2,6,1
823791824,3202,44.386368,116041.49,1,1,5
1027129701,3213,21.88703,1.2617756,1,6,1
399289922,3211,51.20421,17467.492,2,6,2
13256021,3209,30.35369,408.03925,1,6,1
784224245,3211,46.646072,148496.48,2,1,5
823791824,3202,65.09839,20183.074,2,6,5
310986539,3210,40.52955,0.047460433,2,3,1
823791824,3202,26.450544,97.99137,2,6,5
439633851,3203,36.03894,33121.293,2,1,4
1287292599,3208,11.652012,8672.639,2,1,2
700605485,3209,86.68985,60491.05,2,6,5
439633853,3203,25.139452,11754.125,2,1,2
1211389649,3208,56.171326,57818.438,1,1,4
855474680,3208,56.93753,120256.16,2,1,5
823791824,3202,19.484875,52058.754,2,1,5
1080866859,3213,61.876656,17842.293,2,1,3
1134259716,3208,26.277395,43150.645,1,1,5
225789484,3202,65.28994,42860.758,2,6,5
58366895,3213,84.642204,17371.666,2,6,3
1020931925,3202,70.16497,39248.535,1,6,5
330297895,3211,77.124916,12742.638,1,6,2
415878618,3213,39.254883,6386.6895,2,1,2
938408490,3208,70.549614,13133.93,2,6,3
1281865712,3212,38.165176,30994.152,2,1,4
1047450336,3213,52.05652,18840.492,2,6,3
225789484,3202,61.04196,30868.28,2,6,5
UnitedStates_030223212_17888,3211,27.371532,0.63750166,1,6,1
1159047446,3209,48.80628,8442.901,2,6,2
415139583,3211,43.0721,14838.151,2,1,2
UnitedStates_030223203_301234,3209,59.118862,27465.104,2,6,3
439633854,3203,23.7436,847.28973,1,1,1
717902788,3202,57.875412,44677.547,2,6,5
59439941,3211,59.376945,1779.0096,2,6,2
444286418,3212,41.411594,0.0,1,6,1
436802812,3212,31.75826,4554.999,1,1,2
58366895,3213,33.993156,16523.932,2,1,3
586983795,3213,24.359627,9371.226,2,6,2
UnitedStates_030223203_834523,3208,76.3436,44694.934,2,6,4
1125915954,3212,42.509315,73438.13,1,1,5
58366895,3213,69.333786,26205.414,1,6,3
225789484,3202,79.425156,101339.49,1,1,5
1000627209,3209,76.41538,7278.8335,2,6,1
1134259615,3208,35.63059,0.23364164,1,6,1
1011579012,3212,74.715195,31957.953,2,6,4
763168252,3208,8.953243,19964.367,1,1,3
717902788,3202,65.1486,45674.996,1,6,5
717902785,3202,30.217552,56445.56,2,1,5
UnitedStates_030223212_88112,3213,82.58534,36675.953,1,6,3
1118802632,3210,64.767494,46201.996,1,6,5
823791824,3202,38.304626,38087.492,2,1,5
154064339,3209,53.47312,52322.656,2,1,5
1268174071,3212,69.71365,6469.5034,2,6,2
771398591,3211,40.13124,186065.55,2,1,5
UnitedStates_030223203_1006109,3209,17.830282,26299.053,2,1,4
UnitedStates_030223203_633164,3210,25.39324,0.0,2,3,1
512995085,3210,50.533302,12065.515,2,3,2
225789484,3202,61.18281,47036.812,2,6,5
386882385,3213,43.86899,146006.42,1,1,5
225789484,3202,50.370525,25673.574,1,1,5
439633864,3203,29.695654,0.48220217,1,6,1
823791824,3202,36.790905,45394.46,2,1,5
UnitedStates_030223203_144958,3209,48.56483,19466.934,2,6,3
58431587,3211,89.807076,15359.58,2,6,3
UnitedStates_030223203_601073,3203,25.05005,6191.3535,2,1,2
225789484,3202,57.430107,95328.77,2,1,5
804402239,3211,35.738113,75064.34,2,1,5
439633864,3203,32.409615,0.0,2,6,1
439633867,3203,36.689713,4.591823,2,1,1
439633864,3203,10.865173,0.0,1,6,1
UnitedStates_030223203_18300,3209,69.75795,87745.805,1,6,5
UnitedStates_030223203_527569,3210,59.272682,97902.38,1,1,5
439633870,3203,41.052998,12108.261,2,1,3
180727467,3209,69.5394,13100.414,1,6,2
924412129,3208,53.70419,126.67881,2,6,1
717902785,3202,77.450775,91878.67,2,6,5
675228873,3212,41.097363,46132.78,2,1,4
921352402,3209,72.7227,134464.62,2,6,5
UnitedStates_030223203_1005350,3210,26.09802,63531.516,1,1,5
UnitedStates_030223203_895162,3209,59.592865,59772.785,1,6,5
71187626,3211,79.83757,8326.265,2,6,2
58431587,3211,40.314407,22802.688,2,6,3
823791824,3202,37.475517,56623.375,2,6,5
409620851,3211,90.51405,24369.684,2,6,4
225789484,3202,78.23535,19712.84,2,6,5
UnitedStates_030223203_562338,3209,86.54441,43497.426,2,6,5
UnitedStates_030223212_136953,3211,54.325058,10775.138,1,6,2
623425614,3211,44.947056,0.017992709,2,6,1
823791824,3202,69.57681,88625.08,2,6,5
439633853,3203,51.427994,7426.65,1,1,2
UnitedStates_030223203_917323,3209,32.21573,8771.35,1,1,2
405723110,3211,36.578796,69426.41,2,1,5
717902785,3202,54.11627,81298.24,2,1,5
493918458,3208,92.304695,5818.7305,2,6,1
UnitedStates_030223203_917187,3209,14.924557,3779.717,2,6,2
823791824,3202,23.665752,280.35385,1,1,5
114131124,3211,76.2108,6170.748,2,6,2
439633853,3203,16.983414,9496.201,2,1,2
1027129704,3213,37.1459,200708.48,1,1,5
UnitedStates_030223203_745379,3212,53.362236,15284.352,1,6,3
439633864,3203,19.756975,2.250402,2,6,1
823791824,3202,38.268982,35033.93,2,1,5
225789484,3202,56.65836,33857.52,2,6,5
58371564,3212,93.00956,6009.6387,2,6,2
1000288741,3211,48.09426,24698.309,2,1,3
17421500,3211,17.208422,8196.623,1,1,2
717902788,3202,80.0289,97200.086,1,6,5
58366895,3213,40.746765,30410.252,2,6,3
439633861,3203,33.767452,11102.354,2,1,2
1118801243,3210,54.060005,112016.73,2,1,5
UnitedStates_030223212_95081,3211,46.63374,42526.434,1,1,4
386848303,3211,39.636703,12988.185,2,1,2
717902788,3202,32.549835,126326.56,2,1,5
1289840899,3208,30.199217,68985.914,2,1,5
1126503476,3210,66.92474,26973.96,1,6,4
823791824,3202,33.4601,90021.51,1,1,5
UnitedStates_030223203_316676,3210,28.32208,17686.66,2,1,3
439633868,3203,12.763073,104.15245,1,1,1
930333957,3208,43.004303,3215.306,1,1,1
UnitedStates_030223203_1021959,3210,86.37053,37087.805,2,1,4
1221126952,3212,14.546364,5133.18,2,1,2
439633852,3203,70.91032,41115.18,2,1,4
823791824,3202,63.757507,51838.637,1,6,5
69118049,3211,65.143684,145691.94,2,6,5
439633853,3203,8.369041,4400.5386,2,1,2
UnitedStates_030223203_240699,3209,25.713757,0.18122335,2,6,1
UnitedStates_030223203_7214,3209,75.39741,9489.81,1,6,2
1200896447,3210,51.743618,45767.086,1,1,5
1025348153,3209,51.870564,0.9932499,1,6,1
58366895,3213,57.891983,27655.35,2,6,3
UnitedStates_030223212_95266,3213,7.712906,426.94482,2,1,1
1027129691,3213,71.10269,199429.36,2,6,5
823791824,3202,44.04113,51217.54,2,1,5
900536836,3208,40.78812,9043.628,1,6,2
UnitedStates_030223203_28748,3212,66.072754,49283.344,2,1,5
984980885,3212,49.579456,65201.85,2,1,5
823791824,3202,71.351166,63093.457,2,6,5
UnitedStates_030223203_861116,3210,26.435007,0.508753,2,6,1
58366895,3213,64.30322,33144.645,2,6,3
UnitedStates_030223203_722634,3210,48.47164,66356.86,2,1,5
439633858,3203,76.208374,18959.387,1,6,3
51600820,3211,26.38987,6747.025,2,1,2
439633853,3203,48.598293,3741.4622,2,6,2
UnitedStates_030223203_961312,3210,12.181217,0.0,1,6,1
665211371,3211,54.60619,19044.055,1,6,3
71849890,3211,45.467285,35067.324,2,1,4
823791824,3202,71.60071,108914.086,2,6,5
900559381,3208,31.829361,66.02999,1,6,1
439633851,3203,69.92221,43441.004,1,6,4
823791824,3202,22.0531,486.2396,1,1,5
899495657,3208,64.99475,12319.087,2,6,2
1013175788,3212,87.42379,48020.023,2,6,5
823791824,3202,74.105644,35573.164,2,6,5
1154806736,3209,20.358074,26164.309,2,1,3
823791824,3202,64.76458,66985.32,1,1,5
439633852,3203,38.663937,37438.668,2,1,4
871901331,3208,55.123352,60191.004,2,1,5
712309078,3208,50.27324,5790.499,2,1,2
439633864,3203,41.758987,109.96022,2,6,1
225789484,3202,99.0,45156.375,2,6,5
778592244,3208,59.632366,0.15971722,1,6,1
58432116,3211,43.534393,90406.17,1,1,5
1027115449,3213,34.769573,49240.543,2,1,4
900559381,3208,33.628044,1519.7228,2,6,1
823791824,3202,66.1439,20506.52,2,6,5
623425610,3211,28.994078,68807.46,2,1,5
850317769,3208,54.43156,92020.73,1,1,5
717902785,3202,28.551321,45849.39,2,1,5
UnitedStates_030223203_195705,3209,47.14419,12936.409,2,6,2
13256021,3209,58.015667,1.3804568,2,6,1
UnitedStates_030223203_28374,3212,29.244644,7103.3228,2,1,2
UnitedStates_030223203_89860,3209,53.544914,31577.428,2,1,4
58366895,3213,45.12259,20043.96,2,1,3
649213526,3208,22.471872,6502.5825,2,6,2
439633853,3203,59.948967,12471.281,2,6,2
1047450336,3213,89.26204,20511.8,1,6,3
382132066,3212,70.18598,8684.766,2,6,2
439633853,3203,20.188114,6280.914,2,1,2
71187428,3211,62.829803,0.33813,2,6,1
689762061,3209,43.746265,24553.238,2,1,4
UnitedStates_030223203_89242,3212,59.00297,6752.1753,2,6,2
1185394475,3210,13.319195,0.0,1,6,1
UnitedStates_030223203_601073,3203,21.868393,10302.218,2,1,2
1134103334,3208,52.415783,1.5183262,2,6,1
439633857,3203,65.8644,117101.62,2,1,5
5588244,3212,22.146364,4456.8037,1,1,2
UnitedStates_030223203_388833,3210,58.855366,14804.734,2,6,3
225789484,3202,71.74011,19757.92,2,6,5
439633858,3203,46.60441,16116.013,2,1,3
397505336,3211,55.36518,52615.887,1,1,4
59527137,3211,42.387466,56071.594,1,1,4
823791824,3202,45.159607,124075.54,2,1,5
942279323,3209,21.509212,0.0,2,6,1
439633867,3203,27.897654,0.026719837,2,6,1
UnitedStates_030223203_236094,3202,36.365532,101865.34,1,1,5
856670827,3211,41.152596,120515.164,2,1,5
881952225,3212,45.316418,15513.057,2,6,3
408959546,3211,68.3478,26722.596,1,6,3
885987637,3208,66.4187,42425.2,2,1,4
1027115453,3213,65.86079,129750.39,2,6,5
439633864,3203,30.40823,0.11035531,2,6,1
823791824,3202,41.110172,51384.863,2,1,5
894977235,3210,34.238914,20183.998,1,6,3
840949156,3211,29.769651,6313.0713,1,1,2
439633853,3203,35.45128,9226.09,2,1,2
UnitedStates_030223203_255708,3210,79.77084,11635.902,2,6,3
UnitedStates_030223203_295634,3208,29.023457,20680.355,1,1,3
823791824,3202,54.646866,3829.025,1,6,5
439633857,3203,45.405815,62789.363,1,1,5
60725182,3212,50.47668,21261.328,1,1,3
717902788,3202,81.7388,43697.625,2,6,5
1539284,3211,27.25684,9765.377,2,1,2
439633861,3203,36.899876,12998.271,1,1,2
894943089,3210,35.14139,17403.621,2,6,3
1031358774,3210,49.485657,9372.271,1,6,2
439633864,3203,25.601913,0.43557656,2,6,1
823791824,3202,51.33941,0.44589242,2,6,5
UnitedStates_030223203_278087,3212,49.53275,5070.08,1,6,2
382132068,3212,89.16148,5914.0547,2,6,2
UnitedStates_030223203_27640,3213,27.260637,1010.95135,1,6,2
493918458,3208,96.27907,1.3944868,2,6,1
627593951,3212,79.91453,15325.12,1,6,3
823791824,3202,63.856438,71380.0,2,1,5
717902788,3202,40.857304,46359.477,2,1,5
409623290,3213,39.153305,183.22159,2,6,2
686982329,3211,76.553894,7065.9414,1,6,2
107366469,3211,40.79405,46705.848,1,1,5
640845842,3208,28.376394,31255.637,1,1,3
942305625,3209,67.23824,93764.484,1,6,5
439633858,3203,35.743687,32254.996,2,1,3
1027129688,3213,62.878456,55975.1,2,1,4
1027129701,3213,45.592583,0.52990294,2,6,1
1050512233,3208,64.87743,3314.72,2,6,1
1080866861,3213,75.81603,10121.781,1,6,2
369575431,3212,22.293182,76082.29,2,1,5
717902785,3202,63.761345,27580.94,2,6,5
69134188,3211,19.916838,47968.484,2,1,4
866361464,3208,70.44011,58221.258,1,6,4
UnitedStates_030223203_5649,3210,69.39357,9423.938,2,6,2
106411040,3212,25.899475,19123.883,2,1,3
UnitedStates_030223203_977845,3210,49.44254,61631.523,2,1,5
717902785,3202,40.61155,93630.63,1,1,5
1181758307,3209,52.326702,8122.619,2,6,2
225789484,3202,63.73448,119563.05,2,1,5
443530271,3212,64.73996,21504.248,1,6,4
439633853,3203,47.299377,9395.596,1,1,2
UnitedStates_030223203_739087,3210,35.6043,0.0,1,6,1
1047450336,3213,34.002117,17861.395,1,1,3
68995463,3211,24.42594,14070.31,1,1,3
441353472,3212,57.863434,7331.2646,2,6,2
1035227969,3213,73.33026,9247.859,1,6,2
1234864146,3212,94.90463,0.9242261,2,6,1
58431587,3211,58.42122,13616.145,1,1,3
439633869,3203,73.9612,22916.229,2,6,3
UnitedStates_030223212_148806,3213,33.601837,616.8682,2,1,1
439633851,3203,49.37019,45550.105,2,1,4
UnitedStates_030223203_500440,3212,44.781754,0.2006857,2,6,1
381553816,3213,26.55661,10624.816,1,6,2
654806463,3209,46.521748,3137.0273,2,1,1
UnitedStates_030223212_94317,3211,35.07756,37690.74,2,1,4
882408824,3208,63.268517,35323.867,2,6,4
717902785,3202,13.983707,37282.18,1,1,5
623425592,3213,22.246143,7055.664,1,1,2
439633860,3203,66.31378,8598.839,2,6,2
823791824,3202,63.505722,37528.22,1,1,5
313267336,3211,61.383774,8554.502,2,6,2
32463350,3212,68.79029,48.667164,1,6,1
439633851,3203,49.39751,37538.92,2,1,4
58427153,3210,54.532497,17395.309,2,6,3
58326453,3208,21.970963,424.63907,2,6,1
628326184,3212,66.48305,16477.568,1,6,3
439633853,3203,72.93775,12663.101,2,6,2
439633857,3203,43.092335,150663.61,1,1,5
58366895,3213,26.010214,21859.328,1,1,3
385519117,3212,73.30621,42831.254,2,1,5
225789484,3202,88.90404,12358.451,2,6,5
UnitedStates_030223212_105649,3210,33.596817,26879.38,2,1,3
UnitedStates_030223203_677849,3210,48.79525,24956.066,1,1,4
717902785,3202,43.028625,34152.574,2,6,5
1232789483,3213,49.90867,4673.0244,1,6,2
1094477729,3210,49.166504,3570.4639,1,6,1
623425614,3211,39.145386,6842.09,2,6,1
823791824,3202,42.98009,0.21622425,2,6,5
439633857,3203,56.41536,98161.266,2,1,5
58366895,3213,40.404747,14875.147,2,1,3
439633865,3203,53.561367,11.554126,2,3,1
225789484,3202,35.796413,30693.232,2,1,5
1047722662,3212,20.252327,7819.862,2,1,2
439633857,3203,45.012985,91758.18,2,1,5
823791824,3202,50.68792,33744.21,2,6,5
883272387,3208,53.09587,11378.167,1,6,2
981280994,3208,31.394175,8841.577,2,6,2
UnitedStates_030223203_488565,3210,37.167572,21392.172,1,6,3
902314673,3211,37.03586,79884.92,1,1,5
415873580,3213,62.103302,45070.496,1,1,4
1027129703,3213,37.14365,0.42194682,1,6,1
823791824,3202,77.26279,72944.63,1,6,5
439633861,3203,37.334263,12139.249,2,1,2
1035227969,3213,63.598675,3386.5137,1,3,2
58366895,3213,59.358444,36187.312,2,1,3
439633857,3203,46.191216,99230.32,2,1,5
1027129703,3213,29.31079,0.24415936,2,6,1
686982329,3211,58.766323,10293.358,2,6,2
439633853,3203,55.596127,12488.623,2,6,2
1284989508,3210,35.236176,7647.4834,1,1,2
929421153,3209,73.911606,2322.5781,2,6,1
439633851,3203,71.65368,76315.56,2,1,4
439633864,3203,37.542053,2327.8113,2,1,1
1243712045,3208,52.828537,616.4359,1,6,1
895905127,3208,50.137745,37705.37,1,1,4
1121071041,3210,21.375414,19461.328,1,1,3
328265185,3208,52.277977,23.298773,1,6,1
594448667,3212,64.99393,57445.785,2,1,5
823791824,3202,56.212112,1.4391817,1,6,5
439633857,3203,42.190548,163312.28,1,1,5
1047485217,3208,58.449425,5788.0967,1,6,2
439633864,3203,4.254593,889.0965,1,1,1
854101370,3208,48.801205,10628.334,1,6,2
823791824,3202,58.698868,3736.458,2,6,5
1027129693,3213,68.44999,84.78857,2,6,1
439633864,3203,23.93916,0.0,1,6,1
1260639297,3209,28.99882,0.20309617,2,6,1
59264435,3211,56.18182,2187.3032,2,6,1
58366895,3213,33.045433,12047.255,2,1,3
490554524,3211,49.376564,639.20605,2,6,1
UnitedStates_030223203_334118,3212,72.75203,48663.43,2,1,5
UnitedStates_030223203_801287,3209,62.433895,102169.19,2,6,5
493918457,3208,48.97108,28.807104,2,6,1
UnitedStates_030223203_167837,3209,35.566254,10940.809,2,1,2
877784953,3208,63.252354,16599.75,2,6,3
916421169,3208,23.491055,4.5217953,1,3,1
382132068,3212,58.620773,5097.9937,2,6,2
856651637,3211,57.626812,34745.18,2,6,3
373711101,3212,87.33536,29784.299,1,6,4
550503829,3211,73.510826,131120.45,2,6,5
UnitedStates_030223203_262251,3209,47.99918,0.0,2,6,1
439633868,3203,22.524685,1.423713,1,3,1
737612363,3212,17.366323,29426.006,1,1,4
823791824,3202,64.65558,50105.168,2,1,5
439633864,3203,43.581,1.177753,2,6,1
1039477960,3211,26.333332,0.0,2,6,1
439633855,3203,58.78615,70428.19,2,1,5
823791824,3202,40.880856,62679.695,2,6,5
717902785,3202,70.51727,20635.377,2,6,5
1027115444,3213,74.6992,9570.497,2,6,2
418752252,3211,48.600876,10168.73,2,1,2
823791824,3202,58.48076,84094.26,1,6,5
717902788,3202,38.247673,61738.94,2,1,5
823791824,3202,67.230484,16234.847,1,6,5
369282942,3212,48.8591,19113.836,2,6,3
UnitedStates_030223203_1056874,3209,76.585266,18165.37,2,6,3
586983795,3213,30.107647,5715.961,1,1,2
823791824,3202,62.202328,124184.09,1,1,5
UnitedStates_030223212_12407,3213,72.80768,16288.042,2,6,2
733319639,3212,45.84935,43355.33,1,1,4
649224235,3208,25.42205,8400.081,1,6,2
