person_id,puma,AGEP,PINCP,SEX,ESR,bldg_id,price_tier
12694,3213,18.672813,304.28326,2,1,UnitedStates_030223212_10941,1
12695,3210,53.62939,33083.883,1,1,UnitedStates_030223212_11824,4
12696,3213,17.60409,422.55127,1,6,UnitedStates_030223203_465991,1
12697,3213,68.602295,5249.8135,2,1,UnitedStates_030223212_70935,2
12698,3211,37.015095,11465.042,2,1,907349028,2
12699,3202,19.117788,4235.355,2,1,823791824,5
12700,3203,25.659367,51848.67,2,1,439633857,5
12701,3211,54.69957,5534.169,2,6,422696411,2
12702,3211,55.56138,43328.996,2,1,451899047,4
12703,3202,15.807575,0.0,1,3,823791824,5
12704,3202,36.593433,54373.9,1,1,225789484,5
12705,3211,15.93507,9319.431,2,3,686982329,2
12706,3203,21.312817,0.14470406,2,6,439633868,1
12707,3203,38.57791,0.0,1,6,439633864,1
12708,3213,18.917816,13086.29,1,1,177074796,2
12709,3203,60.328156,0.0,2,3,439633864,1
12710,3203,30.899502,1.4694219,2,6,439633868,1
12711,3210,52.99302,45030.496,2,1,612720596,5
12712,3203,46.510105,28797.205,2,1,439633851,4
12713,3203,54.02699,99863.92,1,1,439633857,5
12714,3213,45.32074,31914.916,1,1,416748587,3
12715,3208,58.987846,75905.74,1,1,871901325,5
12716,3211,34.071297,78257.72,1,1,412517818,5
12717,3208,38.92586,0.1540067,1,6,1128311199,1
12718,3203,33.14496,31394.016,2,1,439633866,4
12719,3209,16.63498,5261.8955,2,1,656613272,2
12720,3209,67.23659,24703.115,2,6,888474646,4
12721,3211,37.316048,11994.905,2,1,829724636,2
12722,3211,70.01001,5295.4946,2,6,626776362,2
12723,3212,29.766762,14711.401,1,1,106282902,3
12724,3212,30.897423,9543.944,1,1,369289658,3
12725,3209,45.592358,38456.285,2,1,949747765,4
12726,3209,58.851265,18031.889,2,6,691734485,3
12727,3209,49.422855,1827.7637,1,3,1175596212,1
12728,3209,35.17421,0.05511011,2,6,987403208,1
12729,3208,36.90426,42697.645,1,1,703202154,5
12730,3208,46.134426,15679.279,1,6,854072326,3
12731,3213,85.75906,25123.277,1,6,UnitedStates_030223212_141697,3
12732,3208,22.68873,13774.965,1,1,764284359,3
12733,3211,51.40898,12390.802,1,6,379487358,2
12734,3213,43.952637,95105.75,2,1,1027115453,5
12735,3212,56.250557,53454.574,1,1,438349686,5
12736,3211,41.161156,10992.772,2,1,68961623,2
12737,3203,16.286518,7808.667,1,1,439633862,2
12738,3213,60.35782,33938.02,2,6,1201766930,4
12739,3203,78.21527,2645.6177,2,6,439633853,2
12740,3213,68.5316,29360.494,1,6,58366895,3
12741,3203,73.97657,18400.941,2,1,439633858,3
12742,3209,78.10726,11968.952,1,6,UnitedStates_030223203_624318,3
12743,3208,49.027874,29724.14,1,1,855690800,4
12744,3210,29.013552,0.0,2,6,1126503477,1
12745,3213,20.998396,71486.88,1,1,416748802,5
12746,3210,50.86236,0.0,1,6,465924621,1
12747,3203,55.92306,27672.576,2,1,439633851,4
12748,3202,20.83207,20169.508,1,1,823791824,5
12749,3213,39.359383,0.19122599,2,6,1027129703,1
12750,3203,55.924183,14840.416,1,1,439633858,3
12751,3209,85.99055,4516.3804,2,6,947854746,2
12752,3208,77.781166,17793.504,2,6,731911722,3
12753,3208,30.06383,7315.2407,2,1,645345459,2
12754,3212,67.94291,55647.97,1,6,1268171177,5
12755,3211,45.538754,28085.916,1,6,58431588,4
12756,3211,99.0,0.0,2,6,422736515,1
12757,3202,46.519108,174162.36,1,1,225789484,5
12758,3202,45.700096,19109.662,1,1,717902785,5
12759,3208,55.314728,4580.6055,2,6,762312736,2
12760,3208,58.971447,33957.766,2,1,932924322,4
12761,3208,71.340004,11199.934,2,6,1290149095,2
12762,3210,22.257214,0.0,1,6,UnitedStates_030223203_88553,1
12763,3213,78.07818,181297.42,2,1,UnitedStates_030223212_117319,5
12764,3212,42.902832,0.0,2,3,1176703699,1
12765,3202,21.803686,14614.53,2,1,717902785,5
12766,3209,47.079746,56893.48,2,1,UnitedStates_030223203_618327,5
12767,3203,43.125786,59485.66,2,1,439633857,5
12768,3202,33.245613,1946.2437,2,3,823791824,5
12769,3210,79.84078,55982.79,2,6,1155066809,5
12770,3202,41.37271,51329.125,1,1,823791824,5
12771,3211,91.93594,6805.427,2,6,59255040,2
12772,3202,28.010933,9591.405,2,1,717902785,5
12773,3209,61.96049,29854.486,2,1,UnitedStates_030223203_806575,4
12774,3210,36.461456,1.1461033,1,6,6882268,1
12775,3210,51.99363,44821.11,2,1,1118802632,5
12776,3211,47.475147,9407.576,2,1,114011114,2
12777,3209,53.021393,0.0,1,6,326962513,1
12778,3211,44.19629,32374.512,1,1,378798039,4
12779,3211,67.34905,11514.036,2,6,631397216,2
12780,3213,68.07987,56005.484,1,1,UnitedStates_030223212_47273,4
12781,3203,47.77453,34340.832,2,6,439633851,4
12782,3209,57.390522,7692.3203,1,6,948724888,2
12783,3202,16.094513,2208.0374,2,1,823791824,5
12784,3208,24.03228,5.1888165,2,6,732022622,1
12785,3208,46.359394,119672.91,1,1,891667354,5
12786,3202,29.120525,83049.39,2,1,823791824,5
12787,3208,45.214523,14913.929,2,1,712354045,3
12788,3202,65.50192,0.27766746,2,6,717902785,5
12789,3210,42.95978,35136.824,2,1,1188341502,5
12790,3203,45.337986,0.0,2,6,439633867,1
12791,3212,24.16667,15313.285,2,1,1065603153,3
12792,3209,64.75012,41074.77,1,6,UnitedStates_030223203_546200,5
12793,3213,16.700195,0.0,2,6,UnitedStates_030223212_116514,1
12794,3213,31.018927,34704.08,1,1,409623342,4
12795,3212,35.482635,0.0,1,6,761486680,1
12796,3208,39.574306,0.0777534,2,6,644854341,1
12797,3212,72.88675,0.0,2,6,441544379,1
12798,3209,75.450096,22976.41,2,6,1280989091,4
12799,3211,35.83768,86140.18,2,1,469120722,5
12800,3203,45.490685,15974.233,2,6,439633858,3
12801,3212,49.40464,18683.92,2,6,UnitedStates_030223203_417677,4
12802,3208,15.734974,0.349249,2,6,1288311904,1
12803,3213,47.262024,5427.834,2,6,385482838,2
12804,3202,67.587685,43550.184,2,1,823791824,5
12805,3203,17.427341,0.0,2,6,439633864,1
12806,3208,29.259491,52238.594,1,1,763253545,5
12807,3209,69.38103,6804.9204,2,6,650069048,2
12808,3203,13.164017,0.29861483,1,6,439633868,1
12809,3203,59.057938,14237.128,2,6,439633858,3
12810,3202,18.407524,7190.831,1,1,717902785,5
12811,3202,94.04957,14037.403,2,6,823791824,5
12812,3211,54.599007,0.0,1,6,262636628,1
12813,3211,36.973434,116390.62,2,1,UnitedStates_030223212_98108,5
12814,3203,81.07909,27821.64,1,6,439633851,4
12815,3211,37.2917,63162.812,1,1,10011997_1,5
12816,3202,28.957554,10649.135,2,1,225789484,5
12817,3202,55.17405,26962.26,1,6,823791824,5
12818,3210,43.314156,11108.126,2,3,1036025628,3
12819,3212,53.517258,42040.676,1,1,1281043322,5
12820,3208,44.109535,13500.812,2,6,712348272,3
12821,3210,42.613976,74764.7,2,1,UnitedStates_030223203_1088944,5
12822,3203,74.14266,40088.484,1,6,439633851,4
12823,3203,73.81173,0.0,1,6,439633864,1
12824,3203,74.29159,7478.198,2,6,439633853,2
12825,3211,63.100925,3069.6455,2,6,866057420,1
12826,3212,42.869263,11710.384,1,1,106414520,3
12827,3213,52.17651,19277.67,2,1,1080866862,3
12828,3211,46.520416,86461.91,2,1,409625529,5
12829,3202,95.13809,45193.812,1,6,823791824,5
12830,3209,79.923706,7667.5103,2,6,888365641,2
12831,3208,19.712896,0.0,2,3,860396662,1
12832,3211,52.555813,15305.897,1,3,396812998,3
12833,3202,57.647045,71488.25,1,1,823791824,5
12834,3202,34.893394,69889.164,1,1,1020931925,5
12835,3202,60.75893,71701.21,1,1,225789484,5
12836,3202,36.744324,151521.83,1,1,225789484,5
12837,3213,45.633556,69437.53,2,1,896623538,5
12838,3209,43.83745,19846.664,1,6,1028509777,3
12839,3212,69.07957,37638.797,1,6,885140785,5
12840,3203,61.83467,45889.945,1,1,439633851,4
12841,3208,24.131342,9331.117,1,1,727277819,2
12842,3213,68.36643,30095.217,1,6,58366895,3
12843,3208,15.998852,0.0,1,6,647730365,1
12844,3212,62.41688,48474.723,2,6,1024344409,5
12845,3213,20.042486,37104.223,2,1,835756260,4
12846,3203,30.064207,84532.164,2,1,439633857,5
12847,3202,47.215916,10134.059,1,3,1020931925,5
12848,3203,50.14891,12910.895,1,6,439633858,3
12849,3202,42.3791,48489.516,1,1,717902785,5
12850,3212,30.079647,0.028905679,2,6,7716847,1
12851,3203,54.69449,107918.5,2,1,439633857,5
12852,3203,22.888351,28088.648,2,3,439633851,4
12853,3213,37.91359,19054.955,1,1,UnitedStates_030223212_133157,3
12854,3211,44.77264,25282.229,1,6,58431587,3
12855,3203,57.312527,14700.041,1,1,439633869,3
12856,3208,22.792078,0.0,1,6,1124026875,1
12857,3208,18.401749,551.8551,2,6,714496696,1
12858,3209,58.839085,0.051446762,2,6,1116954624,1
12859,3202,24.455584,83544.69,1,1,717902788,5
12860,3211,65.075195,13911.999,1,1,58431587,3
12861,3209,54.625305,7072.05,2,6,UnitedStates_030223203_417603,2
12862,3209,73.80932,3749.6729,1,6,948735924,2
12863,3209,51.56321,38399.773,2,1,UnitedStates_030223203_1089648,4
12864,3202,29.885721,54678.625,1,1,225789484,5
12865,3202,48.62099,90453.086,2,1,823791824,5
12866,3208,67.94903,41568.67,2,6,930340793,5
12867,3202,12.062069,1373.7859,1,1,225789484,5
12868,3211,48.551537,10807.61,2,1,114187974,2
12869,3210,21.627577,7733.458,2,1,UnitedStates_030223203_461304,2
12870,3202,51.78633,3432.8767,1,6,823791824,5
12871,3210,72.973915,28098.215,2,6,734488087,4
12872,3211,26.993368,4889.54,1,1,1105871813,2
12873,3203,68.83328,0.16950764,1,6,439633864,1
12874,3209,38.656723,5615.751,1,1,1175596197,2
12875,3211,73.27628,18072.969,2,6,623452483,3
12876,3203,36.384132,27117.658,2,1,439633851,4
12877,3211,38.3661,318.77365,2,6,58431590,1
12878,3202,33.357944,21178.475,1,1,823791824,5
12879,3208,59.447876,14281.3955,1,6,851336431,3
12880,3213,35.136803,50534.914,1,1,416207475,4
12881,3212,27.452421,22489.65,1,1,60725183,4
12882,3203,59.332253,23101.875,2,6,439633858,3
12883,3208,49.214294,2645.0964,2,6,854391054,1
12884,3208,25.859627,7403.3325,2,1,853549910,2
12885,3211,57.63004,48134.65,1,1,631386197,5
12886,3208,48.695717,4906.879,2,6,981280994,2
12887,3203,61.418034,62271.38,1,1,439633857,5
12888,3210,33.351357,19841.326,1,1,UnitedStates_030223203_566511,4
12889,3203,40.73135,35014.855,2,1,UnitedStates_030223203_272899,4
12890,3213,70.20735,19708.404,2,6,58366895,3
12891,3208,76.56393,89725.12,2,1,731828021,5
12892,3202,71.541725,31550.215,2,6,823791824,5
12893,3211,29.819477,19098.074,2,1,71187613,3
12894,3213,26.289293,67267.89,1,1,409623307,5
12895,3202,24.044619,9566.555,2,1,823791824,5
12896,3208,47.748375,29383.63,1,1,854550257,4
12897,3213,21.272789,24317.26,2,1,58366895,3
12898,3208,23.996607,8183.1797,2,6,1285560388,2
12899,3213,74.32145,38828.094,2,6,1027129671,4
12900,3213,59.888237,30314.115,1,1,58366895,3
12901,3203,80.054985,19284.29,2,6,439633858,3
12902,3209,25.017624,4396.381,2,1,UnitedStates_030223203_178560,2
12903,3202,72.969025,44955.58,1,1,823791824,5
12904,3211,45.40705,27751.865,1,6,69000313,4
12905,3208,36.827686,0.51383495,2,6,900542466,1
12906,3203,40.756626,74697.14,2,1,439633857,5
12907,3213,23.917856,157.61127,2,1,1178695031,1
12908,3212,79.68634,4556.9194,2,6,761520404,2
12909,3213,55.68091,2315.73,1,6,416711870,2
12910,3208,67.98854,10133.942,2,6,1285847596,2
12911,3208,75.7378,40649.844,2,6,765549697,5
12912,3202,42.99496,33812.184,1,1,823791824,5
12913,3202,27.872599,0.19143277,2,6,823791824,5
12914,3208,55.42982,0.0,2,6,860729586,1
12915,3209,20.115389,14834.953,2,1,UnitedStates_030223203_801768,3
12916,3202,67.864456,91272.05,2,6,823791824,5
12917,3202,48.732574,98606.375,2,1,823791824,5
12918,3208,38.08451,42575.574,1,1,727074846,5
12919,3202,44.61724,12808.031,1,6,717902785,5
12920,3212,33.813404,6803.9404,2,1,1189717831,2
12921,3211,72.48641,35193.566,2,6,110580106,4
12922,3203,51.749195,90724.19,2,1,439633857,5
12923,3211,46.732716,50170.63,2,1,399292581,5
12924,3212,16.117107,0.004788383,2,6,974107239,1
12925,3208,34.145252,66161.86,2,1,702916423,5
12926,3212,43.167652,0.0,1,6,441544379,1
12927,3213,38.174725,90063.24,1,1,58477845,5
12928,3208,18.047403,4.477594,1,6,731859834,1
12929,3203,21.094656,13073.2295,1,6,439633858,3
12930,3210,61.843315,32359.355,1,6,1284988747,4
12931,3203,58.413204,22781.559,2,6,439633858,3
12932,3202,65.59355,42154.496,1,1,225789484,5
12933,3211,28.139029,16070.764,2,3,616822493,3
12934,3210,45.86942,77734.66,1,1,1118802632,5
12935,3203,18.36049,4415.091,2,1,439633853,2
12936,3203,37.00954,6496.3833,1,6,439633861,2
12937,3202,90.6048,40093.414,2,6,225789484,5
12938,3211,52.083176,0.0,1,6,397505393,1
12939,3211,22.706694,7981.899,1,1,686982329,2
12940,3208,35.14989,5381.4067,1,1,649210171,2
12941,3202,26.81769,0.30927813,1,6,823791824,5
12942,3202,75.76565,163330.66,2,6,717902785,5
12943,3213,39.237377,9614.055,1,1,58436909,2
12944,3209,66.4402,34927.207,2,6,UnitedStates_030223203_867320,4
12945,3211,31.71903,10039.759,2,1,59123830,2
12946,3212,26.754557,21737.15,1,1,UnitedStates_030223203_589853,4
12947,3203,18.880424,12003.98,1,1,439633861,2
12948,3209,51.32261,60571.234,2,1,941022676,5
12949,3208,52.276924,35710.113,1,1,1287354834,4
12950,3203,67.72969,24732.582,2,6,439633858,3
12951,3202,55.817505,49746.02,1,1,1020931925,5
12952,3211,56.07362,20721.836,1,6,110555611,3
12953,3202,76.68373,55.482548,2,6,225789484,5
12954,3208,18.528402,12075.945,2,1,867459474,3
12955,3213,60.6864,3570.9883,2,6,106384974,2
12956,3208,33.47663,16931.691,1,6,627300567,3
12957,3213,26.380459,37584.414,2,1,UnitedStates_030223212_140844,4
12958,3213,44.26205,66250.51,2,1,UnitedStates_030223212_154169,5
12959,3210,60.071785,20442.53,1,6,UnitedStates_030223203_927334,4
12960,3208,25.39955,21494.365,2,1,734341776,4
12961,3202,22.693197,48327.473,1,1,823791824,5
12962,3213,23.29301,17422.172,1,3,UnitedStates_030223212_11593,3
12963,3202,84.71815,54399.367,2,6,823791824,5
12964,3211,18.313684,1568.3923,1,1,58799488,1
12965,3213,80.39302,41306.11,1,6,586981935,4
12966,3213,81.823555,9002.122,2,6,1035227969,2
12967,3203,59.325897,178188.16,1,1,439633857,5
12968,3202,65.19758,12311.699,1,6,823791824,5
12969,3203,77.52847,26327.385,2,6,UnitedStates_030223203_939472,4
12970,3213,38.872486,165745.25,1,1,1019213452,5
12971,3212,79.695045,20171.797,2,6,777810555,4
12972,3210,28.363007,17856.03,1,1,1118104280,3
12973,3211,63.02045,12527.908,1,6,110555613,2
12974,3202,67.3035,84288.89,1,1,823791824,5
12975,3210,33.89656,6871.2446,2,6,1119191606,2
12976,3211,35.684196,16788.18,2,1,58431587,3
12977,3202,33.683895,8865.796,1,1,717902785,5
12978,3203,57.407223,0.17877463,2,6,439633864,1
12979,3212,27.540417,7089.853,2,6,1157936655,2
12980,3208,76.82507,4578.5786,1,6,493918454,2
12981,3208,38.894634,0.0,2,3,836918823,1
12982,3210,63.08442,43963.855,2,6,1118801243,5
12983,3208,68.61037,54907.19,2,6,542464711,5
12984,3213,28.414507,1584.1593,1,6,UnitedStates_030223212_155958,1
12985,3202,44.62589,101209.77,1,1,823791824,5
12986,3209,85.08771,0.0,1,6,924997567,1
12987,3213,38.80956,10233.743,2,6,UnitedStates_030223212_66298,2
12988,3213,26.265474,35326.633,2,1,UnitedStates_030223212_147278,4
12989,3211,25.46059,89253.67,1,1,69412623,5
12990,3203,38.5869,9808.493,1,1,439633853,2
12991,3203,80.23645,61085.21,2,6,439633857,5
12992,3202,76.70526,5726.772,2,6,717902788,5
12993,3209,66.371025,0.0,2,6,1116953027,1
12994,3209,38.51198,95287.59,2,1,1241726718,5
12995,3203,36.23816,1.0571393,2,6,439633868,1
12996,3211,80.74358,0.0,2,6,114131596,1
12997,3202,32.92137,35347.086,2,6,823791824,5
12998,3203,62.381832,128552.33,1,1,439633857,5
12999,3203,36.717216,0.0,1,6,439633867,1
13000,3209,80.95024,17115.496,2,6,UnitedStates_030223203_601242,3
13001,3202,26.170973,7615.718,1,1,225789484,5
13002,3202,53.384293,106860.56,1,1,823791824,5
13003,3211,50.26446,0.0,1,6,396299425,1
13004,3203,61.403366,21070.527,2,1,439633858,3
13005,3202,83.1308,0.25436834,2,6,823791824,5
13006,3212,24.549582,0.0,2,6,32463350,1
13007,3208,49.29665,26050.297,1,6,1186547092,4
13008,3203,67.5585,15026.235,2,1,439633858,3
13009,3211,43.760445,49786.504,2,1,288868729,5
13010,3203,74.2887,63928.094,2,1,439633857,5
13011,3202,60.54712,50906.312,1,1,717902785,5
13012,3202,62.9821,152402.53,1,1,717902785,5
13013,3202,78.34383,18489.268,2,6,823791824,5
13014,3202,18.449715,0.053376798,2,6,823791824,5
13015,3202,72.1281,2497.1663,2,6,823791824,5
13016,3211,20.68732,7446.702,1,1,1066234397,2
13017,3213,59.72266,151205.55,1,1,835076540,5
13018,3211,49.047558,77342.37,2,6,58741756,5
13019,3213,32.212765,40085.426,2,3,415869629,4
13020,3209,31.885761,254.42715,2,2,1025384819,1
13021,3203,47.482407,0.0,2,6,439633854,1
13022,3203,28.82572,23310.957,2,1,439633858,3
13023,3208,36.43198,0.0,1,6,1125507148,1
13024,3213,86.33671,15738.909,1,6,UnitedStates_030223212_72374,3
13025,3212,25.495367,0.05843591,2,6,UnitedStates_030223203_222988,1
13026,3202,54.99539,15577.477,1,6,823791824,5
13027,3210,12.159004,0.0,1,6,655199259,1
13028,3203,35.319,54936.312,1,1,439633857,5
13029,3213,33.144737,3183.5818,1,6,58436910,2
13030,3203,23.606863,30278.807,2,1,439633866,4
13031,3211,70.4204,4717.988,1,6,58826239,2
13032,3213,44.06771,7600.7905,2,6,409624640,2
13033,3202,58.247887,58348.16,1,1,823791824,5
13034,3211,65.608154,0.0,2,6,8740943,1
13035,3212,79.34065,2571.5405,2,6,546370101,2
13036,3209,68.70715,56242.76,1,1,951736310,5
13037,3202,16.05502,0.1680185,1,6,823791824,5
13038,3209,20.839098,338.00586,1,3,1134836646,1
13039,3203,29.638868,4622.44,2,1,439633861,2
13040,3209,35.661392,20285.158,1,1,UnitedStates_030223203_812954,3
13041,3213,69.977295,7756.75,2,6,1080866861,2
13042,3202,66.11212,32758.643,1,1,823791824,5
13043,3213,59.92827,17234.219,2,6,1047450336,3
13044,3202,48.69925,31115.672,2,1,1020931925,5
13045,3210,47.65145,157.83461,1,6,1121460563,1
13046,3202,53.972424,0.2764155,2,6,823791824,5
13047,3213,36.643963,0.0,2,6,1027129703,1
13048,3203,29.351398,23314.402,2,1,439633858,3
13049,3210,77.463356,1265.8981,1,6,UnitedStates_030223203_160661,1
13050,3210,27.419842,4382.689,2,1,1134092689,2
13051,3202,53.41054,37051.355,1,1,823791824,5
13052,3210,37.46129,0.0,2,3,UnitedStates_030223203_1055821,1
13053,3209,58.87605,31301.756,2,6,UnitedStates_030223203_545090,4
13054,3211,40.04265,40478.08,1,1,69118071,4
13055,3211,28.187574,3163.9866,2,1,623425614,1
13056,3209,24.04906,19685.71,2,1,1024873376,3
13057,3202,86.38971,21078.023,2,6,717902785,5
13058,3210,48.69295,18064.783,1,1,1285000720,3
13059,3213,47.62089,84016.82,1,1,58477845,5
13060,3212,26.856525,29511.725,1,1,1038059499,4
13061,3203,39.858967,20400.947,1,1,439633858,3
13062,3202,63.145626,110720.336,1,1,823791824,5
13063,3210,36.6474,15995.302,2,1,58424480,3
13064,3210,18.09497,127.073265,2,6,1154400362,1
13065,3211,63.322533,173336.34,1,1,784224245,5
13066,3210,68.507904,19001.004,2,6,UnitedStates_030223203_567095,4
13067,3212,22.039373,21833.97,1,1,1287340220,4
13068,3208,22.548368,51276.527,2,1,857815677,5
13069,3202,36.640137,12124.832,1,6,823791824,5
13070,3202,84.657364,43605.79,2,6,225789484,5
13071,3210,41.718185,0.50676584,2,6,1160859292,1
13072,3211,21.7584,0.0,2,6,8787384,1
13073,3210,43.043674,9762.592,1,1,895037337,3
13074,3213,55.64967,115823.46,1,1,638294532,5
13075,3203,78.959694,11085.772,2,6,439633861,2
13076,3211,61.762848,10054.918,1,6,630417044,2
13077,3210,39.000336,21826.352,2,1,UnitedStates_030223203_938964,4
13078,3202,26.862425,51736.152,1,1,717902785,5
13079,3202,55.867584,55161.59,1,6,225789484,5
13080,3208,78.0131,5490.466,1,6,649205449,2
13081,3213,35.84005,41334.64,2,1,UnitedStates_030223212_22134,4
13082,3208,61.5791,15947.807,1,6,906830223,3
13083,3212,26.733944,17502.812,1,1,1291878281,3
13084,3202,12.905918,0.0,2,6,823791824,5
13085,3202,62.126053,87515.734,2,1,225789484,5
13086,3203,36.06065,25195.213,2,1,439633858,3
13087,3208,69.62024,36021.793,2,6,1153629489,4
13088,3202,42.138557,54249.64,2,1,823791824,5
13089,3211,39.16114,0.0,2,6,58431590,1
13090,3212,64.39334,21463.781,2,6,852154466,4
13091,3202,53.062904,0.0,2,6,823791824,5
13092,3202,44.61772,15269.155,2,1,823791824,5
13093,3210,47.953003,73153.914,1,1,841340727,5
13094,3210,37.363976,8621.661,1,1,UnitedStates_030223203_739169,2
13095,3212,34.487434,0.0,2,6,UnitedStates_030223203_628923,1
13096,3211,50.657833,44819.914,2,1,919239025,4
13097,3212,38.9938,6967.86,2,1,374048689,2
13098,3208,62.521347,26930.88,1,1,766823883,4
13099,3210,21.74634,19582.16,1,1,UnitedStates_030223203_594454,4
13100,3209,58.68584,24359.668,1,1,1037146214,4
13101,3203,46.063038,9471.76,1,6,439633860,2
13102,3213,72.50333,46720.77,2,6,UnitedStates_030223212_3852,4
13103,3202,32.999157,30392.363,1,1,823791824,5
13104,3211,31.582682,24900.932,2,3,587298665,3
13105,3210,45.748596,16231.239,1,1,1163311170,3
13106,3213,61.664787,80289.266,2,1,UnitedStates_030223212_44094,5
13107,3211,27.824228,6834.5234,1,1,110555613,2
13108,3203,69.72589,49855.688,1,6,439633857,5
13109,3208,65.117134,40802.137,2,1,883633741,5
13110,3211,33.731033,0.0,1,6,1179487961,1
13111,3211,71.81046,17138.021,2,6,58431587,3
13112,3202,76.61903,95753.734,1,1,823791824,5
13113,3209,48.56986,15895.903,2,1,UnitedStates_030223203_934748,3
13114,3210,64.81385,25442.791,2,6,UnitedStates_030223203_411318,4
13115,3213,22.157104,20305.385,2,1,58366895,3
13116,3210,75.92452,12310.372,2,6,1134379881,3
13117,3202,21.289772,19942.443,1,1,823791824,5
13118,3208,55.311398,16507.975,2,6,734349592,3
13119,3213,79.21527,1135.7848,1,6,1027129701,1
13120,3202,20.628376,15999.254,1,1,823791824,5
13121,3213,38.70571,0.37899485,1,3,1027129701,1
13122,3212,26.28019,14737.128,2,1,UnitedStates_030223203_612082,3
13123,3211,64.405716,9951.014,2,6,51600820,2
13124,3203,20.689291,545.01404,1,1,439633867,1
13125,3212,66.39702,35217.676,2,1,369212724,5
13126,3208,56.181595,38945.73,1,1,867016935,5
13127,3212,62.703445,16401.918,2,1,758720059,3
13128,3208,19.931843,0.0,2,6,676863382,1
13129,3203,30.985981,0.0,2,6,439633867,1
13130,3208,33.808384,85591.6,2,1,897121083,5
13131,3213,76.20541,51416.824,2,6,UnitedStates_030223203_205126,4
13132,3203,34.36471,56024.344,1,1,439633857,5
13133,3212,66.6938,7170.3525,1,6,58414473,2
13134,3211,75.398346,57990.4,1,1,993973486,5
13135,3208,49.32103,8293.855,2,1,947308139,2
13136,3210,44.57045,13876.868,1,6,UnitedStates_030223203_655213,3
13137,3211,53.102592,0.22268216,2,6,399292646,1
13138,3208,29.718456,34744.78,1,1,UnitedStates_030223203_234331,4
13139,3202,46.249195,10375.642,2,1,823791824,5
13140,3203,89.36615,21227.553,2,6,439633858,3
13141,3209,24.557665,72914.31,2,1,738903647,5
13142,3213,33.150753,82335.92,1,1,607388996,5
13143,3210,69.508385,10587.065,2,6,1160769434,3
13144,3203,45.676437,35599.805,1,6,439633866,4
13145,3213,41.584183,25982.139,2,1,1047450336,3
13146,3213,55.987858,22814.564,1,6,58366895,3
13147,3202,37.982834,30677.049,1,1,717902785,5
13148,3208,60.271248,7181.0024,1,6,712354091,2
13149,3202,64.83104,25169.371,1,1,717902785,5
13150,3202,11.617985,0.07306851,1,6,225789484,5
13151,3202,26.763243,20567.768,2,1,717902788,5
13152,3212,21.91708,4862.165,2,1,546370101,2
13153,3210,47.247944,11038.695,1,1,UnitedStates_030223203_744495,3
13154,3209,58.842102,16812.213,1,6,UnitedStates_030223203_118115,3
13155,3203,40.014782,0.0,2,6,439633868,1
13156,3210,21.677656,31892.248,2,1,734444156,4
13157,3213,31.307922,3703.0007,1,1,1027129694,2
13158,3202,31.12523,48548.977,1,1,225789484,5
13159,3212,22.153273,30502.445,2,1,627582806,4
13160,3209,61.342186,77105.37,2,1,948788299,5
13161,3202,40.399033,17327.568,2,1,823791824,5
13162,3202,35.859047,853.6568,1,1,823791824,5
13163,3213,15.063328,0.13119632,2,6,UnitedStates_030223203_805359,1
13164,3212,52.77479,74792.375,1,1,385519117,5
13165,3213,64.26664,13465.409,2,6,UnitedStates_030223212_89023,2
13166,3202,35.686943,26935.684,2,1,717902785,5
13167,3213,52.083332,248265.11,1,1,1027115453,5
13168,3202,57.16418,3488.533,1,6,225789484,5
13169,3208,58.062088,30948.871,1,1,890541759,4
13170,3208,67.74247,7872.479,1,6,702842300,2
13171,3212,71.492676,6103.7627,2,6,368713089,2
13172,3202,69.406815,6367.45,2,6,823791824,5
13173,3202,37.393646,15586.036,1,6,823791824,5
13174,3210,38.125015,0.0,2,6,UnitedStates_030223212_30810,1
13175,3213,66.14419,30989.395,2,1,1080866862,3
13176,3211,46.686584,51980.766,2,1,69118068,5
13177,3203,34.327602,11700.939,1,1,439633853,2
13178,3212,31.52103,15418.537,1,3,383232544,3
13179,3213,78.519615,0.0,2,6,UnitedStates_030223212_20459,1
13180,3209,77.80272,15070.268,2,6,891164464,3
13181,3210,16.714119,11240.813,1,6,1115808315,3
13182,3210,54.12061,51797.668,2,1,UnitedStates_030223203_244691,5
13183,3211,68.21881,38084.37,2,6,414488967,4
13184,3209,60.560287,12498.799,1,6,UnitedStates_030223203_928832,3
13185,3202,50.130886,64073.484,1,1,225789484,5
13186,3213,63.525867,0.63051885,2,6,1201799753,1
13187,3208,70.08993,34511.953,2,6,917970272,4
13188,3208,39.447025,33839.54,2,1,1126498380,4
13189,3203,63.374416,12434.332,2,6,439633858,3
13190,3210,15.257511,0.19558613,2,6,UnitedStates_030223203_239221,1
13191,3213,83.451004,73067.03,1,6,623425597,5
13192,3202,62.04329,44835.047,2,1,717902785,5
13193,3210,75.279175,0.0,2,6,812992760,1
13194,3209,30.229767,0.06505296,2,6,1164553270,1
13195,3212,34.772457,2178.6106,1,6,914204132,2
13196,3202,78.13114,0.0,2,6,823791824,5
13197,3202,22.624731,105795.02,1,1,UnitedStates_030223203_236094,5
13198,3208,20.596342,0.0,2,3,1211383825,1
13199,3213,30.496815,56324.137,1,1,1027115449,4
13200,3203,57.8032,71397.016,1,1,439633849,5
